Date,Open,High,Low,Close,Adj Close,Volume
3/4/2014,18.9642868,19.02285767,18.84892845,18.97285652,16.73290443,259140000
3/5/2014,18.9614296,19.0982132,18.89749908,19.01285744,16.76818657,200062800
3/6/2014,19.0282135,19.08714294,18.86071396,18.9553566,16.71747589,185488800
3/7/2014,18.96750069,18.99928665,18.78750038,18.94428635,16.70771217,220729600
3/10/2014,18.87000084,19.04750061,18.86928558,18.9614296,16.72282982,178584000
3/11/2014,19.12321472,19.24071312,19.02107048,19.14607048,16.88567352,279224400
3/12/2014,19.08964348,19.19107056,19,19.16464233,16.90205383,199326400
3/13/2014,19.19428635,19.27357101,18.89857101,18.95178604,16.71432686,257742800
3/14/2014,18.8853569,18.96035767,18.6785717,18.73892975,16.52659988,237199200
3/17/2014,18.84642982,18.92749977,18.78035736,18.81214333,16.59116554,199544800
3/18/2014,18.78214264,18.99892807,18.75714302,18.97857094,16.73794937,209647200
3/19/2014,19.00928688,19.15142822,18.8928566,18.97357178,16.73353767,224756000
3/20/2014,18.92464256,19.0239296,18.83392906,18.88214302,16.65289879,208398400
3/21/2014,18.99749947,19.0625,18.79750061,19.03107071,16.78424835,374046400
3/24/2014,19.22928619,19.3035717,19.10928535,19.25678635,16.98332405,355700800
3/25/2014,19.3392868,19.4910717,19.27107048,19.46392822,17.16600227,282293200
3/26/2014,19.51857185,19.6071434,19.24500084,19.27785683,17.00190163,299768000
3/27/2014,19.28642845,19.3392868,19.11142921,19.19499969,16.92882538,222031600
3/28/2014,19.22571373,19.24785614,19.0803566,19.17357063,16.90992165,200564000
3/31/2014,19.25821495,19.31464386,19.14035606,19.16928673,16.90614891,168669200
4/1/2014,19.20571327,19.35250092,19.17035675,19.34464264,17.06079865,200760000
4/2/2014,19.37071419,19.40999985,19.29500008,19.37678528,17.08915138,180420800
4/3/2014,19.33535767,19.375,19.20142937,19.24250031,16.97071648,162344000
4/4/2014,19.27892876,19.2857132,18.94928551,18.99357033,16.75117493,275251200
4/7/2014,18.85785675,18.96071434,18.63892937,18.69535637,16.48817253,289850400
4/8/2014,18.75678635,18.79000092,18.52499962,18.69428635,16.48722649,243888400
4/9/2014,18.66571426,18.94607162,18.64357185,18.94000053,16.70392418,206169600
4/10/2014,18.95285606,19.00857162,18.68464279,18.69571495,16.48848343,239652000
4/11/2014,18.5357132,18.67250061,18.46928596,18.55750084,16.36658859,271717600
4/14/2014,18.63928604,18.64857101,18.4717865,18.63142967,16.43179131,205674000
4/15/2014,18.58107185,18.62999916,18.26178551,18.4985714,16.31461906,266490000
4/16/2014,18.50178528,18.61035728,18.36214256,18.53607178,16.34769058,214765600
4/17/2014,18.5714283,18.84857178,18.54285622,18.74785614,16.53447151,284334400
4/21/2014,18.76214218,19.00499916,18.71285629,18.97035789,16.73071098,182548800
4/22/2014,18.86821365,18.99392891,18.8035717,18.98928642,16.74740219,202563200
4/23/2014,18.89500046,18.96892929,18.73035622,18.7410717,16.52848816,394940000
4/24/2014,20.2932148,20.3571434,20.02607155,20.27750015,17.88352966,759911600
4/25/2014,20.16178513,20.42821312,20.1414299,20.42642975,18.0148735,390275200
4/28/2014,20.45714378,21.2767868,20.44821358,21.21750069,18.71255112,669485600
4/29/2014,21.20499992,21.28499985,21.05392838,21.15464211,18.65711403,337377600
4/30/2014,21.16571426,21.40821457,21.06428528,21.07464218,18.58655548,456640800
5/1/2014,21.1428566,21.24285698,20.94142914,21.12428665,18.63034248,244048000
5/2/2014,21.15500069,21.22142982,21.0610714,21.1635704,18.66498375,191514400
5/5/2014,21.07642937,21.4642868,21.0714283,21.46285629,18.92893028,287067200
5/6/2014,21.49285698,21.58607101,21.22892952,21.22892952,18.72262764,374564400
5/7/2014,21.2589283,21.3317852,20.99035645,21.15464211,18.65711403,282864400
5/8/2014,21.0089283,21.22892952,20.94285774,20.99964333,18.62385368,230297200
5/9/2014,20.8764286,20.9375,20.7260704,20.91214371,18.54625511,291597600
5/12/2014,20.98178673,21.20214272,20.97857094,21.17250061,18.77715492,213208800
5/13/2014,21.1428566,21.2335701,21.09642982,21.20571327,18.8066082,159737200
5/14/2014,21.15821457,21.33571434,21.13357162,21.20964241,18.81009293,166404000
5/15/2014,21.23928642,21.30714226,21.0014286,21.02928543,18.65014076,230846000
5/16/2014,21.02249908,21.34035683,20.90714264,21.33964348,18.92538834,276256400
5/19/2014,21.35178566,21.69035721,21.33321381,21.59250069,19.14963913,317755200
5/20/2014,21.58964348,21.65714264,21.45464325,21.5967865,19.15344238,234836000
5/21/2014,21.56535721,21.66785622,21.50214386,21.65392876,19.20411873,196859600
5/22/2014,21.66428566,21.78035736,21.57500076,21.68821335,19.23451996,200760000
5/23/2014,21.6875,21.95464325,21.65964317,21.93321419,19.4518013,232209600
5/27/2014,21.99571419,22.35214233,21.98678589,22.34392929,19.81605721,348866000
5/28/2014,22.35785675,22.49392891,22.27785683,22.28607178,19.76473999,315481600
5/29/2014,22.42321396,22.74535751,22.42035675,22.69214249,20.12486839,376474000
5/30/2014,22.78499985,23.00607109,22.46071434,22.6071434,20.04948997,564020800
6/2/2014,22.6414299,22.67250061,22.2321434,22.45178604,19.91171074,369350800
6/3/2014,22.44499969,22.81214333,22.4375,22.7692852,20.19328117,292709200
6/4/2014,22.76571465,23.13892937,22.71821404,23.02928543,20.42387009,335482000
6/5/2014,23.07857132,23.19178581,22.95035744,23.11964226,20.50400734,303805600
6/6/2014,23.21071434,23.25928688,23.01678658,23.05607033,20.44762611,349938400
6/9/2014,23.17499924,23.46999931,22.9375,23.42499924,20.77481461,301660000
6/10/2014,23.68250084,23.76250076,23.39249992,23.5625,20.89676094,251108000
6/11/2014,23.53249931,23.69000053,23.36750031,23.46500015,20.81029129,182724000
6/12/2014,23.51000023,23.53000069,22.97500038,23.07250023,20.46219063,218996000
6/13/2014,23.04999924,23.11000061,22.71999931,22.81999969,20.2382679,218100000
6/16/2014,22.87750053,23.1875,22.86249924,23.04999924,20.44224739,142244000
6/17/2014,23.07749939,23.17499924,22.95000076,23.02000046,20.41564178,118904000
6/18/2014,23.06749916,23.07250023,22.83749962,23.04500008,20.43780708,134056000
6/19/2014,23.07250023,23.07500076,22.83499908,22.96500015,20.36686516,142112000
6/20/2014,22.96249962,23.13750076,22.72500038,22.72750092,20.15622711,403592000
6/23/2014,22.82999992,22.90500069,22.64999962,22.70750046,20.13849258,174776000
6/24/2014,22.6875,22.93499947,22.54750061,22.56999969,20.01654625,156144000
6/25/2014,22.55249977,22.67499924,22.41250038,22.59000015,20.03428841,147476000
6/26/2014,22.59250069,22.76250076,22.45000076,22.72500038,20.15401459,130516000
6/27/2014,22.70499992,23,22.69249916,22.99500084,20.39346123,256116000
6/30/2014,23.02499962,23.43250084,23.02249908,23.23250008,20.60409737,197929200
7/1/2014,23.37999916,23.51749992,23.28249931,23.37999916,20.73490715,152892000
7/2/2014,23.46750069,23.51499939,23.27249908,23.37000084,20.72603607,113860000
7/3/2014,23.41749954,23.52499962,23.29999924,23.50749969,20.8479805,91567200
7/7/2014,23.53499985,23.99749947,23.52499962,23.99250031,21.2781086,225872000
7/8/2014,24.06749916,24.20000076,23.47999954,23.83749962,21.1406498,260888000
7/9/2014,23.86000061,23.98749924,23.69000053,23.84749985,21.14951515,145744000
7/10/2014,23.44000053,23.88750076,23.37999916,23.76000023,21.07191849,158744000
7/11/2014,23.84000015,23.97249985,23.71500015,23.80500031,21.11182594,136072000
7/14/2014,23.96500015,24.22249985,23.91250038,24.11249924,21.38453674,171240000
7/15/2014,24.20000076,24.21249962,23.75749969,23.82999992,21.13399506,181911600
7/16/2014,24.24250031,24.27499962,23.68499947,23.69499969,21.01426888,213585200
7/17/2014,23.75749969,23.81999969,23.14249992,23.27249908,20.63956451,229192000
7/18/2014,23.40500069,23.68499947,23.25499916,23.60750008,20.9366703,199952000
7/21/2014,23.74749947,23.75,23.43000031,23.48500061,20.82803345,156316000
7/22/2014,23.67000008,23.72249985,23.53000069,23.68000031,21.00096512,220788000
7/23/2014,23.85499954,24.46999931,23.79249954,24.29750061,21.54861069,371672000
7/24/2014,24.26000023,24.32999992,24.10499954,24.25749969,21.51313019,182916000
7/25/2014,24.21249962,24.45999908,24.15999985,24.41749954,21.65502739,173876000
7/28/2014,24.45499992,24.80999947,24.38750076,24.75499916,21.9543438,221272000
7/29/2014,24.83250046,24.86000061,24.5625,24.59499931,21.81245041,172572000
7/30/2014,24.61000061,24.67499924,24.41749954,24.53750038,21.76145554,132040000
7/31/2014,24.29000092,24.36249924,23.83250046,23.89999962,21.19608307,227372000
8/1/2014,23.72500038,24.15500069,23.70249939,24.03249931,21.31358528,194044000
8/4/2014,24.09250069,24.14500046,23.79249954,23.89749908,21.19386292,159832000
8/5/2014,23.84000015,23.92000008,23.59000015,23.78000069,21.08965111,223732000
8/6/2014,23.6875,23.87000084,23.67749977,23.73999977,21.05418205,154232000
8/7/2014,23.73250008,23.98749924,23.52499962,23.62000084,21.05195808,186844000
8/8/2014,23.56500053,23.70499992,23.31999969,23.68499947,21.10988426,167460000
8/11/2014,23.81749916,24.02000046,23.70999908,23.99749947,21.38840866,146340000
8/12/2014,24.01000023,24.21999931,23.90250015,23.99250031,21.38394928,135180000
8/13/2014,24.03750038,24.30999947,24.01000023,24.30999947,21.66693115,127664000
8/14/2014,24.33250046,24.39249992,24.20000076,24.375,21.72486305,112464000
8/15/2014,24.47500038,24.54750061,24.21500015,24.49500084,21.83181763,195804000
8/18/2014,24.62249947,24.84250069,24.49500084,24.79000092,22.09474373,190288000
8/19/2014,24.85250092,25.17000008,24.82999992,25.13249969,22.40000916,277596000
8/20/2014,25.11000061,25.27249908,24.98749924,25.14249992,22.4089222,210796000
8/21/2014,25.14249992,25.23500061,25.02750015,25.14500046,22.41114998,133912000
8/22/2014,25.07250023,25.36750031,25.04750061,25.32999992,22.57603645,176736000
8/25/2014,25.44750023,25.54249954,25.31999969,25.38500023,22.62505913,161080000
8/26/2014,25.35499954,25.375,25.21500015,25.22249985,22.48022461,132608000
8/27/2014,25.25499916,25.64249992,25.17499924,25.53249931,22.75652122,209476000
8/28/2014,25.39749908,25.69499969,25.38999939,25.5625,22.78325462,273840000
8/29/2014,25.71500015,25.72500038,25.54999924,25.625,22.83896637,178380000
9/2/2014,25.76499939,25.93499947,25.68000031,25.82500076,23.01721001,214256000
9/3/2014,25.77499962,25.79999924,24.64500046,24.73500061,22.04572868,501684000
9/4/2014,24.71249962,25.02249908,24.44750023,24.53000069,21.86301041,342872000
9/5/2014,24.70000076,24.84749985,24.57749939,24.74250031,22.05241203,233828000
9/8/2014,24.82500076,24.82749939,24.51250076,24.59000015,21.91648865,185426800
9/9/2014,24.77000046,25.77000046,24.03499985,24.49749947,21.83405113,759385200
9/10/2014,24.50250053,25.27750015,24.44000053,25.25,22.50473785,403478400
9/11/2014,25.10250092,25.36000061,24.90500069,25.35750008,22.60054779,249412400
9/12/2014,25.30249977,25.54750061,25.27000046,25.41500092,22.65178871,250504400
9/15/2014,25.70249939,25.76250076,25.36000061,25.40749931,22.64510918,245266000
9/16/2014,24.95000076,25.31500053,24.72249985,25.21500015,22.47354126,267632400
9/17/2014,25.31749916,25.45000076,25.14749908,25.39500046,22.63397026,243706000
9/18/2014,25.48250008,25.58749962,25.38999939,25.44750023,22.68076134,149197600
9/19/2014,25.57250023,25.58749962,25.125,25.23999977,22.49581718,283609600
9/22/2014,25.45000076,25.53499985,25.14500046,25.26499939,22.51810074,211153600
9/23/2014,25.14999962,25.73500061,25.13500023,25.65999985,22.87015343,253608800
9/24/2014,25.54000092,25.71249962,25.29999924,25.4375,22.6718483,240687200
9/25/2014,25.12750053,25.17749977,24.43000031,24.46750069,21.80731201,400368000
9/26/2014,24.63249969,25.1875,24.60000038,25.1875,22.44902611,249482000
9/29/2014,24.66250038,25.11000061,24.65749931,25.02750015,22.30642319,199065200
9/30/2014,25.20249939,25.38500023,25.13249969,25.1875,22.44902611,221056400
10/1/2014,25.14749908,25.17250061,24.67499924,24.79500008,22.0992012,205965200
10/2/2014,24.81749916,25.05500031,24.51000023,24.97500038,22.2596283,191031200
10/3/2014,24.86000061,25.05249977,24.76000023,24.90500069,22.19724464,173878400
10/6/2014,24.98749924,25.16250038,24.85499954,24.90500069,22.19724464,148204800
10/7/2014,24.85750008,25.03000069,24.68250084,24.6875,22.00338745,168376800
10/8/2014,24.69000053,25.27750015,24.57749939,25.20000076,22.46016884,229618800
10/9/2014,25.38500023,25.59499931,25.15250015,25.25499916,22.50918961,309506000
10/10/2014,25.17250061,25.50749969,25.07500076,25.18250084,22.44457436,265326400
10/13/2014,25.33250046,25.44499969,24.95249939,24.95249939,22.23957825,214333600
10/14/2014,25.09749985,25.12999916,24.64249992,24.6875,22.00338745,254754400
10/15/2014,24.49250031,24.78750038,23.79500008,24.38500023,21.73377609,403734400
10/16/2014,23.88750076,24.43000031,23.85250092,24.06500053,21.44856453,288618000
10/17/2014,24.375,24.75,24.20249939,24.41749954,21.76274109,272718800
10/20/2014,24.57999992,24.98999977,24.55500031,24.94000053,22.22843933,310069200
10/21/2014,25.75499916,25.75499916,25.31749916,25.61750031,22.83227921,378495600
10/22/2014,25.70999908,26.02750015,25.64999962,25.74749947,22.94814301,273052400
10/23/2014,26.02000046,26.26250076,25.90749931,26.20750046,23.35813141,284298800
10/24/2014,26.29500008,26.37249947,26.13249969,26.30500031,23.44503212,188215600
10/27/2014,26.21249962,26.37000084,26.17499924,26.27750015,23.42051888,136750800
10/28/2014,26.35000038,26.68499947,26.33749962,26.68499947,23.78370857,192243600
10/29/2014,26.66250038,26.84250069,26.59000015,26.83499908,23.91740608,210751600
10/30/2014,26.73999977,26.83749962,26.47500038,26.74500084,23.83719063,162619200
10/31/2014,27.00250053,27.01000023,26.80249977,27,24.06446648,178557200
11/3/2014,27.05500031,27.57500076,27.00250053,27.35000038,24.37641525,209130400
11/4/2014,27.34000015,27.37249947,26.93000031,27.14999962,24.19816208,166297600
11/5/2014,27.27499962,27.32500076,27.03249931,27.21500015,24.25608444,149743600
11/6/2014,27.14999962,27.19750023,26.95000076,27.17499924,24.32545853,139874000
11/7/2014,27.1875,27.32999992,27.13750076,27.25250053,24.39483833,134766000
11/10/2014,27.25499916,27.33250046,27.16749954,27.20750046,24.35455132,108782000
11/11/2014,27.17499924,27.4375,27.10000038,27.42499924,24.54924774,109769200
11/12/2014,27.34499931,27.85750008,27.34250069,27.8125,24.89611626,187769600
11/13/2014,27.95000076,28.36249924,27.89999962,28.20499992,25.2474575,238091600
11/14/2014,28.28750038,28.54750061,27.80249977,28.54500008,25.55180931,176254400
11/17/2014,28.56749916,29.31999969,28.32500076,28.49749947,25.50928688,186986800
11/18/2014,28.48500061,28.92250061,28.47249985,28.86750031,25.84049034,176896000
11/19/2014,28.86000061,28.93499947,28.45000076,28.66749954,25.66146469,167476800
11/20/2014,28.72750092,29.21500015,28.71249962,29.07749939,26.02846718,173582000
11/21/2014,29.37750053,29.39249992,29.00749969,29.11750031,26.06427765,228717200
11/24/2014,29.21249962,29.69249916,29.15500069,29.65749931,26.54765129,189803200
11/25/2014,29.76749992,29.9375,29.36249924,29.39999962,26.31715584,275361600
11/26/2014,29.48500061,29.77499962,29.45750046,29.75,26.63045692,163073200
11/28/2014,29.81749916,29.85000038,29.51250076,29.73250008,26.61478806,99257600
12/1/2014,29.70249939,29.8125,27.81749916,28.76749992,25.75097466,335256000
12/2/2014,28.375,28.9375,28.1875,28.65749931,25.65250778,237395600
12/3/2014,28.9375,29.08749962,28.77750015,28.98250008,25.94342995,172253600
12/4/2014,28.94249916,29.29999924,28.82250023,28.87249947,25.84496689,168178000
12/5/2014,28.99749947,29.02000046,28.65999985,28.75,25.73531342,153275600
12/8/2014,28.52499962,28.66250038,27.90500069,28.10000038,25.1534729,230659600
12/9/2014,27.54750061,28.57500076,27.33749962,28.53000069,25.53837967,240832000
12/10/2014,28.60250092,28.71249962,27.88500023,27.98749924,25.05276299,178261200
12/11/2014,28.06500053,28.45000076,27.83499908,27.90500069,24.97891426,165606800
12/12/2014,27.61499977,27.96750069,27.39500046,27.43250084,24.55596161,224112400
12/15/2014,27.67499924,27.89999962,26.58749962,27.05750084,24.22028923,268872400
12/16/2014,26.59250069,27.54000092,26.56500053,26.6875,23.88908768,243162800
12/17/2014,26.78000069,27.45999908,26.70499992,27.35250092,24.48435211,213647200
12/18/2014,27.96750069,28.16250038,27.66500092,28.16250038,25.20941162,236024800
12/19/2014,28.06500053,28.30999947,27.91500092,27.94499969,25.01472282,353719200
12/22/2014,28.04000092,28.37249947,27.99250031,28.23500061,25.27431488,180670000
12/23/2014,28.30750084,28.33250046,28.11499977,28.13500023,25.18479919,104113600
12/24/2014,28.14500046,28.17749977,28.00250053,28.00250053,25.06619453,57918400
12/26/2014,28.02499962,28.62999916,28.00250053,28.49749947,25.50928688,134884000
12/29/2014,28.44750023,28.69249916,28.42499924,28.47750092,25.49138832,110395600
12/30/2014,28.40999985,28.47999954,28.02750015,28.12999916,25.18032646,119526000
12/31/2014,28.20499992,28.28249931,27.55249977,27.59499931,24.70141602,165613600
1/2/2015,27.84749985,27.86000061,26.83749962,27.33250046,24.46644783,212818400
1/5/2015,27.07250023,27.16250038,26.35250092,26.5625,23.77718735,257142000
1/6/2015,26.63500023,26.85750008,26.15749931,26.56500053,23.77942848,263188400
1/7/2015,26.79999924,27.04999924,26.67499924,26.9375,24.11286354,160423600
1/8/2015,27.30750084,28.03750038,27.17499924,27.97249985,25.03933716,237458000
1/9/2015,28.16749954,28.3125,27.55249977,28.00250053,25.06619453,214798000
1/12/2015,28.14999962,28.15749931,27.20000076,27.3125,24.44854736,198603200
1/13/2015,27.85750008,28.20000076,27.22750092,27.55500031,24.66561508,268367600
1/14/2015,27.26000023,27.62249947,27.125,27.45000076,24.57163048,195826400
1/15/2015,27.5,27.51499939,26.66500092,26.70499992,23.90474701,240056000
1/16/2015,26.75749969,26.89500046,26.29999924,26.49749947,23.7190094,314053200
1/20/2015,26.95999908,27.24250031,26.625,27.18000031,24.32993889,199599600
1/21/2015,27.23749924,27.76499939,27.06749916,27.38750076,24.51568413,194303600
1/22/2015,27.56500053,28.11750031,27.43000031,28.10000038,25.1534729,215185600
1/23/2015,28.07500076,28.4375,27.88249969,28.24500084,25.28326797,185859200
1/26/2015,28.43499947,28.59000015,28.20000076,28.27499962,25.31011581,222460000
1/27/2015,28.10499954,28.12000084,27.25749969,27.28499985,24.42392921,382274800
1/28/2015,29.40749931,29.53000069,28.82749939,28.82749939,25.80468369,585908400
1/29/2015,29.07999992,29.79750061,28.88999939,29.72500038,26.60807991,337745600
1/30/2015,29.60000038,30,29.21249962,29.29000092,26.21868706,334982000
2/2/2015,29.51250076,29.79249954,29.02000046,29.65749931,26.54765129,250956400
2/3/2015,29.625,29.77249908,29.40250015,29.66250038,26.55212784,207662800
2/4/2015,29.625,30.12750053,29.57749939,29.88999939,26.75577354,280598800
2/5/2015,30.00499916,30.05750084,29.8125,29.98500061,26.94674492,168984800
2/6/2015,30.00499916,30.0625,29.61249924,29.73250008,26.71983147,174826400
2/9/2015,29.63750076,29.95999908,29.60750008,29.93000031,26.89731407,155559200
2/10/2015,30.04249954,30.53750038,30.04000092,30.50499916,27.41404915,248034000
2/11/2015,30.69249916,31.22999954,30.625,31.21999931,28.05660248,294247200
2/12/2015,31.51499939,31.87000084,31.39249992,31.61499977,28.41158295,297898000
2/13/2015,31.81999969,31.81999969,31.41250038,31.77000046,28.55087471,217088800
2/17/2015,31.87249947,32.22000122,31.72999954,31.95750046,28.7193737,252609600
2/18/2015,31.90749931,32.19499969,31.86249924,32.18000031,28.91933441,179566800
2/19/2015,32.11999893,32.25749969,32.08250046,32.11249924,28.85866356,149449600
2/20/2015,32.15499878,32.375,32.01250076,32.375,29.09457588,195793600
2/23/2015,32.50500107,33.25,32.41500092,33.25,29.8809166,283896400
2/24/2015,33.23500061,33.40000153,32.79249954,33.04249954,29.69444275,276912400
2/25/2015,32.88999939,32.90000153,32.03749847,32.19749832,28.93505859,298846800
2/26/2015,32.19749832,32.71749878,31.65250015,32.60499954,29.30126762,365150000
2/27/2015,32.5,32.64250183,32.06000137,32.11500168,28.86091614,248059200
3/2/2015,32.3125,32.56999969,32.07500076,32.27249908,29.00246048,192386800
3/3/2015,32.24000168,32.38000107,32.02249908,32.34000015,29.0631218,151265200
3/4/2015,32.27500153,32.38999939,32.08000183,32.13499832,28.87889099,126665200
3/5/2015,32.14500046,32.1875,31.44000053,31.60250092,28.40034294,226068400
3/6/2015,32.09999847,32.34249878,31.56500053,31.64999962,28.44303513,291368400
3/9/2015,31.98999977,32.39250183,31.26499939,31.78499985,28.56435585,354114000
3/10/2015,31.60250092,31.80500031,30.95000076,31.12750053,27.9734726,275426400
3/11/2015,31.1875,31.19249916,30.52750015,30.55999947,27.46348,275756000
3/12/2015,30.57749939,31.22500038,30.40749931,31.11249924,27.95999527,193450800
3/13/2015,31.10000038,31.35000038,30.64500046,30.89749908,27.76677704,207309200
3/16/2015,30.96999931,31.23749924,30.71750069,31.23749924,28.0723362,143497200
3/17/2015,31.47500038,31.82999992,31.41250038,31.76000023,28.5418911,204092400
3/18/2015,31.75,32.29000092,31.59250069,32.11750031,28.86316681,261083600
3/19/2015,32.1875,32.3125,31.85000038,31.875,28.64524078,183238000
3/20/2015,32.0625,32.09999847,31.29000092,31.47500038,28.2857666,274780400
3/23/2015,31.78000069,31.96249962,31.62999916,31.80249977,28.58008194,150838800
3/24/2015,31.80750084,32.00999832,31.63999939,31.67250061,28.4632473,131369200
3/25/2015,31.63500023,31.70499992,30.84499931,30.84499931,27.71960258,206620800
3/26/2015,30.69000053,31.21999931,30.64999962,31.05999947,27.91281509,190291600
3/27/2015,31.14249992,31.17499924,30.72750092,30.8125,27.69039917,158184800
3/30/2015,31.01250076,31.60000038,31,31.59250069,28.39136124,188398800
3/31/2015,31.52249908,31.62249947,31.09000015,31.10750008,27.95550346,168362400
4/1/2015,31.20499992,31.28000069,30.77499962,31.0625,27.91506195,162485600
4/2/2015,31.25749969,31.38999939,31.04750061,31.32999992,28.15545464,128880400
4/6/2015,31.11750031,31.87750053,31.08250046,31.83749962,28.61153221,148776000
4/7/2015,31.90999985,32.02999878,31.49500084,31.50250053,28.31048012,140049200
4/8/2015,31.46249962,31.60000038,31.24250031,31.39999962,28.21836281,149316800
4/9/2015,31.46249962,31.64500046,31.16500092,31.63999939,28.43404579,129936000
4/10/2015,31.48749924,31.80249977,31.31500053,31.77499962,28.55536842,160752000
4/13/2015,32.09249878,32.14250183,31.65250015,31.71249962,28.49919891,145460400
4/14/2015,31.75,31.82250023,31.47750092,31.57500076,28.37563705,102098400
4/15/2015,31.60250092,31.78249931,31.50250053,31.69499969,28.48347282,115881600
4/16/2015,31.56999969,31.77499962,31.52750015,31.54249954,28.3464222,113476000
4/17/2015,31.38750076,31.53499985,31.11499977,31.1875,28.02739525,207828000
4/20/2015,31.39249992,32.02999878,31.29249954,31.89999962,28.66770172,188217200
4/21/2015,32.02500153,32.04999924,31.66749954,31.72750092,28.51268387,129740400
4/22/2015,31.74749947,32.21749878,31.57999992,32.15499878,28.89686394,150618000
4/23/2015,32.07500076,32.60499954,32.03499985,32.41749954,29.13276482,183083600
4/24/2015,32.62250137,32.65750122,32.30749893,32.56999969,29.26980972,178103600
4/27/2015,33.07749939,33.28250122,32.78749847,33.16249847,29.8022728,387816800
4/28/2015,33.61500168,33.63499832,32.39250183,32.63999939,29.33272362,475696000
4/29/2015,32.54000092,32.89749908,32.07500076,32.15999985,28.90135956,253544400
4/30/2015,32.15999985,32.15999985,31.14500046,31.28750038,28.11725998,332781600
5/1/2015,31.52499962,32.53250122,31.32500076,32.23749924,28.97100639,234050400
5/4/2015,32.375,32.64250183,32.06499863,32.17499924,28.91483688,203953200
5/5/2015,32.03749847,32.11249924,31.44499969,31.45000076,28.26329613,197085600
5/6/2015,31.63999939,31.6875,30.84000015,31.25250053,28.08581352,288564000
5/7/2015,31.19249916,31.52000046,31.00499916,31.31500053,28.25953674,175763600
5/8/2015,31.67000008,31.90500069,31.52750015,31.90500069,28.79196548,222201600
5/11/2015,31.84749985,31.88999939,31.40749931,31.57999992,28.49867249,168143200
5/12/2015,31.39999962,31.71999931,31.20499992,31.46750069,28.39714622,192640000
5/13/2015,31.53750038,31.79750061,31.46750069,31.50250053,28.42873955,138776800
